Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate,benchmark
vib_new_918,481,50x50,0.05,N/A,N/A,N/A,N/A,14479,1.47946,5.37532,3.22463e+07,3.22463,16.3994,0.26,"28,23",diffeq1
vib_new_568,481,50x50,0.05,N/A,N/A,N/A,N/A,16406,1.47946,5.37532,2.02506e+07,2.02506,17.5135,0.42,"19,20",diffeq1
vib_new_1425,481,50x50,0.05,N/A,N/A,N/A,N/A,14184,1.47946,5.37532,3.44750e+07,3.44750,17.0753,0.31,"22,20",diffeq1
vib_new_713,481,50x50,0.05,N/A,N/A,N/A,N/A,14522,1.47946,5.37532,3.07745e+07,3.07745,17.1246,0.36,"24,21",diffeq1
vib_new_391,481,50x50,0.05,N/A,N/A,N/A,N/A,15124,1.47946,5.37532,3.07683e+07,3.07683,17.0866,0.3,"21,24",diffeq1
vib_new_1481,481,50x50,0.05,N/A,N/A,N/A,N/A,15088,1.47946,5.37532,2.69665e+07,2.69665,16.8434,0.47,"28,23",diffeq1
vib_new_852,481,50x50,0.05,N/A,N/A,N/A,N/A,13764,1.47946,5.37532,2.60784e+07,2.60784,17.0231,0.35,"23,21",diffeq1
vib_new_1422,481,50x50,0.05,N/A,N/A,N/A,N/A,16007,1.47946,5.37532,2.52389e+07,2.52389,16.7334,0.29,"28,26",diffeq1
vib_new_34,481,50x50,0.05,N/A,N/A,N/A,N/A,16627,1.47946,5.37532,2.28416e+07,2.28416,17.6009,0.46,"27,23",diffeq1
vib_new_45,481,50x50,0.05,N/A,N/A,N/A,N/A,23988,1.47946,5.37532,2.06187e+07,2.06187,19.2148,0.52,"19,22",diffeq1
vib_new_671,481,50x50,0.05,N/A,N/A,N/A,N/A,16170,1.47946,5.37532,2.04622e+07,2.04622,16.6328,0.42,"26,20",diffeq1
vib_new_154,481,50x50,0.05,N/A,N/A,N/A,N/A,15563,1.47946,5.37532,3.07859e+07,3.07859,16.7546,0.32,"27,23",diffeq1
vib_new_717,481,50x50,0.05,N/A,N/A,N/A,N/A,16809,1.47946,5.37532,2.25212e+07,2.25212,16.7035,0.39,"26,25",diffeq1
vib_new_819,481,50x50,0.05,N/A,N/A,N/A,N/A,12131,1.47946,5.37532,4.11676e+07,4.11676,17.1082,0.27,"23,19",diffeq1
vib_new_1233,481,50x50,0.05,N/A,N/A,N/A,N/A,17610,1.47946,5.37532,2.87214e+07,2.87214,17.121,0.38,"22,23",diffeq1
vib_new_924,481,50x50,0.05,N/A,N/A,N/A,N/A,13146,1.47946,5.37532,3.60474e+07,3.60474,17.1356,0.29,"18,23",diffeq1
vib_new_634,481,50x50,0.05,N/A,N/A,N/A,N/A,12749,1.47946,5.37532,3.67107e+07,3.67107,16.6982,0.29,"18,20",diffeq1
vib_new_394,481,50x50,0.05,N/A,N/A,N/A,N/A,13241,1.47946,5.37532,3.19829e+07,3.19829,16.7996,0.31,"19,24",diffeq1
vib_new_641,481,50x50,0.05,N/A,N/A,N/A,N/A,13259,1.47946,5.37532,2.19376e+07,2.19376,16.6667,0.36,"27,25",diffeq1
vib_new_775,481,50x50,0.05,N/A,N/A,N/A,N/A,14846,1.47946,5.37532,2.77036e+07,2.77036,16.4559,0.31,"28,26",diffeq1
vib_new_1403,481,50x50,0.05,N/A,N/A,N/A,N/A,22853,1.47946,5.37532,2.40648e+07,2.40648,17.4093,0.43,"18,26",diffeq1
vib_new_1378,481,50x50,0.05,N/A,N/A,N/A,N/A,17884,1.47946,5.37532,2.27972e+07,2.27972,16.7553,0.32,"19,28",diffeq1
vib_new_58,481,50x50,0.05,N/A,N/A,N/A,N/A,17113,1.47946,5.37532,2.25359e+07,2.25359,16.7093,0.51,"27,20",diffeq1
vib_new_534,481,50x50,0.05,N/A,N/A,N/A,N/A,16772,1.47946,5.37532,2.82591e+07,2.82591,17.3597,0.42,"27,21",diffeq1
vib_new_858,481,50x50,0.05,N/A,N/A,N/A,N/A,13810,1.47946,5.37532,3.72020e+07,3.72020,17.113,0.31,"25,20",diffeq1
vib_new_246,481,50x50,0.05,N/A,N/A,N/A,N/A,13688,1.47946,5.37532,2.52541e+07,2.52541,16.8163,0.32,"23,20",diffeq1
vib_new_864,481,50x50,0.05,N/A,N/A,N/A,N/A,14015,1.47946,5.37532,2.69394e+07,2.69394,16.7217,0.32,"30,24",diffeq1
vib_new_929,481,50x50,0.05,N/A,N/A,N/A,N/A,17842,1.47946,5.37532,2.15569e+07,2.15569,16.9414,0.5,"29,24",diffeq1
vib_new_1301,481,50x50,0.05,N/A,N/A,N/A,N/A,14657,1.47946,5.37532,2.87074e+07,2.87074,16.4231,0.26,"30,23",diffeq1
vib_new_850,481,50x50,0.05,N/A,N/A,N/A,N/A,14105,1.47946,5.37532,2.37152e+07,2.37152,16.9944,0.45,"27,24",diffeq1
vib_new_624,481,50x50,0.05,N/A,N/A,N/A,N/A,14469,1.47946,5.37532,3.24163e+07,3.24163,16.5461,0.31,"22,22",diffeq1
vib_new_120,481,50x50,0.05,N/A,N/A,N/A,N/A,13282,1.47946,5.37532,2.56905e+07,2.56905,16.3534,0.38,"28,20",diffeq1
vib_new_750,481,50x50,0.05,N/A,N/A,N/A,N/A,15169,1.47946,5.37532,2.38367e+07,2.38367,16.7391,0.34,"18,24",diffeq1
vib_new_553,481,50x50,0.05,N/A,N/A,N/A,N/A,14682,1.47946,5.37532,2.56211e+07,2.56211,16.5429,0.37,"22,24",diffeq1
vib_new_1184,481,50x50,0.05,N/A,N/A,N/A,N/A,16675,1.47946,5.37532,2.81640e+07,2.81640,17.2527,0.41,"26,23",diffeq1
vib_new_145,481,50x50,0.05,N/A,N/A,N/A,N/A,14970,1.47946,5.37532,3.48137e+07,3.48137,16.618,0.31,"23,25",diffeq1
vib_new_524,481,50x50,0.05,N/A,N/A,N/A,N/A,20291,1.47946,5.37532,1.90181e+07,1.90181,16.9167,0.49,"19,19",diffeq1
vib_new_1361,481,50x50,0.05,N/A,N/A,N/A,N/A,13454,1.47946,5.37532,3.07815e+07,3.07815,16.6377,0.28,"25,23",diffeq1
vib_new_461,481,50x50,0.05,N/A,N/A,N/A,N/A,13994,1.47946,5.37532,3.26816e+07,3.26816,16.7014,0.3,"29,23",diffeq1
vib_new_746,481,50x50,0.05,N/A,N/A,N/A,N/A,17045,1.47946,5.37532,2.27907e+07,2.27907,17.0161,0.36,"21,19",diffeq1
vib_new_112,481,50x50,0.05,N/A,N/A,N/A,N/A,20771,1.47946,5.37532,2.50029e+07,2.50029,16.9549,0.51,"27,23",diffeq1
vib_new_89,481,50x50,0.05,N/A,N/A,N/A,N/A,14746,1.47946,5.37532,3.10359e+07,3.10359,17.2783,0.49,"28,21",diffeq1
vib_new_106,481,50x50,0.05,N/A,N/A,N/A,N/A,14229,1.47946,5.37532,2.46650e+07,2.46650,16.3518,0.46,"26,19",diffeq1
vib_new_148,481,50x50,0.05,N/A,N/A,N/A,N/A,15692,1.47946,5.37532,2.99149e+07,2.99149,17.2068,0.6,"19,20",diffeq1
vib_new_467,481,50x50,0.05,N/A,N/A,N/A,N/A,16067,1.47946,5.37532,2.32185e+07,2.32185,16.6341,0.39,"22,23",diffeq1
vib_new_967,481,50x50,0.05,N/A,N/A,N/A,N/A,23238,1.47946,5.37532,2.62219e+07,2.62219,18.0699,0.41,"16,26",diffeq1
vib_new_1462,481,50x50,0.05,N/A,N/A,N/A,N/A,13655,1.47946,5.37532,3.50292e+07,3.50292,16.4123,0.3,"26,25",diffeq1
vib_new_92,481,50x50,0.05,N/A,N/A,N/A,N/A,14351,1.47946,5.37532,2.68895e+07,2.68895,16.7858,0.38,"22,21",diffeq1
vib_new_959,481,50x50,0.05,N/A,N/A,N/A,N/A,21270,1.47946,5.37532,1.88568e+07,1.88568,16.7615,0.44,"27,21",diffeq1
vib_new_1238,481,50x50,0.05,N/A,N/A,N/A,N/A,12611,1.47946,5.37532,2.66520e+07,2.66520,16.7621,0.37,"27,24",diffeq1
vib_new_374,481,50x50,0.05,N/A,N/A,N/A,N/A,18171,1.47946,5.37532,2.76681e+07,2.76681,16.7994,0.32,"26,24",diffeq1
vib_new_987,481,50x50,0.05,N/A,N/A,N/A,N/A,12821,1.47946,5.37532,2.59526e+07,2.59526,16.5454,0.39,"27,24",diffeq1
vib_new_1491,481,50x50,0.05,N/A,N/A,N/A,N/A,15322,1.47946,5.37532,3.19650e+07,3.19650,16.6297,0.33,"27,26",diffeq1
vib_new_1490,481,50x50,0.05,N/A,N/A,N/A,N/A,14674,1.47946,5.37532,3.17415e+07,3.17415,16.8913,0.3,"19,20",diffeq1
vib_new_873,481,50x50,0.05,N/A,N/A,N/A,N/A,16844,1.47946,5.37532,3.11159e+07,3.11159,16.9581,0.38,"26,26",diffeq1
vib_new_625,481,50x50,0.05,N/A,N/A,N/A,N/A,18181,1.47946,5.37532,2.49040e+07,2.49040,17.1722,0.44,"26,24",diffeq1
vib_new_1024,481,50x50,0.05,N/A,N/A,N/A,N/A,13403,1.47946,5.37532,2.65348e+07,2.65348,16.6386,0.4,"27,24",diffeq1
vib_new_653,481,50x50,0.05,N/A,N/A,N/A,N/A,14193,1.47946,5.37532,2.26961e+07,2.26961,16.4316,0.47,"28,22",diffeq1
vib_new_674,481,50x50,0.05,N/A,N/A,N/A,N/A,14052,1.47946,5.37532,2.41110e+07,2.41110,16.9882,0.42,"21,24",diffeq1
vib_new_977,481,50x50,0.05,N/A,N/A,N/A,N/A,14947,1.47946,5.37532,3.22863e+07,3.22863,16.9623,0.29,"22,28",diffeq1
vib_new_266,481,50x50,0.05,N/A,N/A,N/A,N/A,13454,1.47946,5.37532,2.94934e+07,2.94934,16.7405,0.29,"27,23",diffeq1
vib_new_40,481,50x50,0.05,N/A,N/A,N/A,N/A,16262,1.47946,5.37532,2.47954e+07,2.47954,16.9988,0.41,"19,23",diffeq1
vib_new_458,481,50x50,0.05,N/A,N/A,N/A,N/A,13620,1.47946,5.37532,2.51814e+07,2.51814,16.685,0.43,"18,21",diffeq1
vib_new_885,481,50x50,0.05,N/A,N/A,N/A,N/A,15932,1.47946,5.37532,2.43979e+07,2.43979,16.7223,0.52,"26,25",diffeq1
vib_new_1257,481,50x50,0.05,N/A,N/A,N/A,N/A,19269,1.47946,5.37532,1.80547e+07,1.80547,16.8268,0.55,"25,20",diffeq1
vib_new_995,481,50x50,0.05,N/A,N/A,N/A,N/A,13288,1.47946,5.37532,2.93327e+07,2.93327,16.5572,0.38,"28,22",diffeq1
vib_new_1042,481,50x50,0.05,N/A,N/A,N/A,N/A,17014,1.47946,5.37532,3.05788e+07,3.05788,17.0646,0.37,"25,23",diffeq1
vib_new_347,481,50x50,0.05,N/A,N/A,N/A,N/A,15098,1.47946,5.37532,3.03172e+07,3.03172,16.757,0.36,"23,21",diffeq1
vib_new_960,481,50x50,0.05,N/A,N/A,N/A,N/A,14420,1.47946,5.37532,3.81256e+07,3.81256,16.8911,0.33,"28,16",diffeq1
vib_new_284,481,50x50,0.05,N/A,N/A,N/A,N/A,14920,1.47946,5.37532,2.63710e+07,2.63710,16.9345,0.39,"28,23",diffeq1
vib_new_260,481,50x50,0.05,N/A,N/A,N/A,N/A,15141,1.47946,5.37532,2.59596e+07,2.59596,17.0962,0.4,"26,27",diffeq1
vib_new_386,481,50x50,0.05,N/A,N/A,N/A,N/A,15004,1.47946,5.37532,3.30862e+07,3.30862,16.7655,0.41,"27,23",diffeq1
vib_new_1486,481,50x50,0.05,N/A,N/A,N/A,N/A,13684,1.47946,5.37532,2.94495e+07,2.94495,16.5133,0.35,"28,28",diffeq1
vib_new_51,481,50x50,0.05,N/A,N/A,N/A,N/A,15070,1.47946,5.37532,2.02855e+07,2.02855,16.7124,0.36,"29,23",diffeq1
vib_new_472,481,50x50,0.05,N/A,N/A,N/A,N/A,13306,1.47946,5.37532,3.48077e+07,3.48077,16.8695,0.32,"28,23",diffeq1
vib_new_611,481,50x50,0.05,N/A,N/A,N/A,N/A,13430,1.47946,5.37532,2.61576e+07,2.61576,16.6538,0.35,"19,19",diffeq1
vib_new_1200,481,50x50,0.05,N/A,N/A,N/A,N/A,12782,1.47946,5.37532,2.61581e+07,2.61581,16.7935,0.43,"27,24",diffeq1
vib_new_1075,481,50x50,0.05,N/A,N/A,N/A,N/A,15448,1.47946,5.37532,2.12753e+07,2.12753,16.6671,0.42,"26,27",diffeq1
vib_new_688,481,50x50,0.05,N/A,N/A,N/A,N/A,13263,1.47946,5.37532,2.66749e+07,2.66749,17.1572,0.38,"18,19",diffeq1
vib_new_935,481,50x50,0.05,N/A,N/A,N/A,N/A,14740,1.47946,5.37532,3.39819e+07,3.39819,16.9881,0.33,"30,24",diffeq1
vib_new_52,481,50x50,0.05,N/A,N/A,N/A,N/A,16139,1.47946,5.37532,2.42302e+07,2.42302,16.7176,0.42,"28,25",diffeq1
vib_new_559,481,50x50,0.05,N/A,N/A,N/A,N/A,14173,1.47946,5.37532,2.22827e+07,2.22827,16.6092,0.33,"29,23",diffeq1
vib_new_950,481,50x50,0.05,N/A,N/A,N/A,N/A,16105,1.47946,5.37532,2.33844e+07,2.33844,16.7176,0.44,"21,21",diffeq1
vib_new_164,481,50x50,0.05,N/A,N/A,N/A,N/A,15458,1.47946,5.37532,2.57864e+07,2.57864,16.7009,0.32,"18,27",diffeq1
vib_new_925,481,50x50,0.05,N/A,N/A,N/A,N/A,14939,1.47946,5.37532,2.69677e+07,2.69677,17.0069,0.44,"26,22",diffeq1
vib_new_299,481,50x50,0.05,N/A,N/A,N/A,N/A,14679,1.47946,5.37532,3.09874e+07,3.09874,17.3162,0.37,"19,24",diffeq1
vib_new_1116,481,50x50,0.05,N/A,N/A,N/A,N/A,16377,1.47946,5.37532,2.08890e+07,2.08890,17.0113,0.4,"24,24",diffeq1
vib_new_202,481,50x50,0.05,N/A,N/A,N/A,N/A,15110,1.47946,5.37532,3.17751e+07,3.17751,16.7867,0.29,"29,24",diffeq1
vib_new_363,481,50x50,0.05,N/A,N/A,N/A,N/A,14292,1.47946,5.37532,2.38372e+07,2.38372,16.881,0.43,"29,20",diffeq1
vib_new_876,481,50x50,0.05,N/A,N/A,N/A,N/A,18341,1.47946,5.37532,2.37932e+07,2.37932,16.5322,0.43,"26,24",diffeq1
vib_new_502,481,50x50,0.05,N/A,N/A,N/A,N/A,20079,1.47946,5.37532,2.32226e+07,2.32226,16.8624,0.34,"28,26",diffeq1
vib_new_934,481,50x50,0.05,N/A,N/A,N/A,N/A,14801,1.47946,5.37532,2.02773e+07,2.02773,16.5293,0.38,"18,23",diffeq1
vib_new_821,481,50x50,0.05,N/A,N/A,N/A,N/A,18414,1.47946,5.37532,2.35982e+07,2.35982,17.273,0.41,"18,21",diffeq1
vib_new_1008,481,50x50,0.05,N/A,N/A,N/A,N/A,12659,1.47946,5.37532,2.63782e+07,2.63782,16.8016,0.41,"28,20",diffeq1
vib_new_287,481,50x50,0.05,N/A,N/A,N/A,N/A,17982,1.47946,5.37532,2.39807e+07,2.39807,16.6201,0.38,"26,21",diffeq1
vib_new_703,481,50x50,0.05,N/A,N/A,N/A,N/A,19721,1.47946,5.37532,2.24258e+07,2.24258,17.035,0.52,"25,17",diffeq1
vib_new_273,481,50x50,0.05,N/A,N/A,N/A,N/A,21792,1.47946,5.37532,2.87175e+07,2.87175,17.0999,0.42,"30,24",diffeq1
vib_new_906,481,50x50,0.05,N/A,N/A,N/A,N/A,15327,1.47946,5.37532,3.27511e+07,3.27511,17.1593,0.38,"28,21",diffeq1
vib_new_805,481,50x50,0.05,N/A,N/A,N/A,N/A,15052,1.47946,5.37532,2.48585e+07,2.48585,16.5555,0.45,"26,23",diffeq1
vib_new_316,481,50x50,0.05,N/A,N/A,N/A,N/A,15496,1.47946,5.37532,2.76850e+07,2.76850,16.7357,0.41,"26,24",diffeq1
vib_new_1464,481,50x50,0.05,N/A,N/A,N/A,N/A,15502,1.47946,5.37532,3.20241e+07,3.20241,16.8934,0.25,"19,22",diffeq1
vib_new_1043,481,50x50,0.05,N/A,N/A,N/A,N/A,17493,1.47946,5.37532,2.51590e+07,2.51590,17.1064,0.46,"24,23",diffeq1
vib_new_1411,481,50x50,0.05,N/A,N/A,N/A,N/A,18218,1.47946,5.37532,2.43977e+07,2.43977,16.6684,0.39,"28,22",diffeq1
vib_new_277,481,50x50,0.05,N/A,N/A,N/A,N/A,15299,1.47946,5.37532,2.41820e+07,2.41820,16.7727,0.37,"27,25",diffeq1
vib_new_1057,481,50x50,0.05,N/A,N/A,N/A,N/A,14612,1.47946,5.37532,3.05479e+07,3.05479,16.572,0.34,"27,23",diffeq1
vib_new_1056,481,50x50,0.05,N/A,N/A,N/A,N/A,16302,1.47946,5.37532,2.57625e+07,2.57625,16.4647,0.5,"28,26",diffeq1
vib_new_1098,481,50x50,0.05,N/A,N/A,N/A,N/A,22183,1.47946,5.37532,2.36112e+07,2.36112,17.054,0.35,"18,24",diffeq1
vib_new_1190,481,50x50,0.05,N/A,N/A,N/A,N/A,18166,1.47946,5.37532,2.10947e+07,2.10947,16.7758,0.43,"28,22",diffeq1
vib_new_972,481,50x50,0.05,N/A,N/A,N/A,N/A,13808,1.47946,5.37532,3.35382e+07,3.35382,17.0726,0.38,"19,20",diffeq1
vib_new_422,481,50x50,0.05,N/A,N/A,N/A,N/A,17959,1.47946,5.37532,2.14809e+07,2.14809,16.6766,0.53,"28,18",diffeq1
vib_new_881,481,50x50,0.05,N/A,N/A,N/A,N/A,14136,1.47946,5.37532,2.93760e+07,2.93760,16.4987,0.29,"27,23",diffeq1
vib_new_1408,481,50x50,0.05,N/A,N/A,N/A,N/A,13897,1.47946,5.37532,3.47067e+07,3.47067,17.0223,0.36,"26,27",diffeq1
vib_new_1007,481,50x50,0.05,N/A,N/A,N/A,N/A,14418,1.47946,5.37532,2.64007e+07,2.64007,16.9259,0.35,"19,25",diffeq1
vib_new_543,481,50x50,0.05,N/A,N/A,N/A,N/A,12889,1.47946,5.37532,2.78932e+07,2.78932,16.6159,0.35,"18,22",diffeq1
vib_new_444,481,50x50,0.05,N/A,N/A,N/A,N/A,15600,1.47946,5.37532,3.05176e+07,3.05176,17.0946,0.37,"19,25",diffeq1
vib_new_792,481,50x50,0.05,N/A,N/A,N/A,N/A,12972,1.47946,5.37532,2.82692e+07,2.82692,17.0907,0.38,"24,17",diffeq1
vib_new_285,481,50x50,0.05,N/A,N/A,N/A,N/A,16481,1.47946,5.37532,2.58576e+07,2.58576,16.4816,0.34,"27,27",diffeq1
vib_new_1006,481,50x50,0.05,N/A,N/A,N/A,N/A,10593,1.47946,5.37532,3.25948e+07,3.25948,16.9877,0.28,"28,17",diffeq1
vib_new_916,481,50x50,0.05,N/A,N/A,N/A,N/A,21952,1.47946,5.37532,2.33261e+07,2.33261,17.5102,0.46,"26,24",diffeq1
vib_new_836,481,50x50,0.05,N/A,N/A,N/A,N/A,12997,1.47946,5.37532,2.42249e+07,2.42249,16.8692,0.48,"25,21",diffeq1
vib_new_639,481,50x50,0.05,N/A,N/A,N/A,N/A,17888,1.47946,5.37532,2.50983e+07,2.50983,17.3034,0.54,"23,20",diffeq1
vib_new_200,481,50x50,0.05,N/A,N/A,N/A,N/A,18341,1.47946,5.37532,1.81164e+07,1.81164,17.1654,0.47,"19,26",diffeq1
vib_new_1290,481,50x50,0.05,N/A,N/A,N/A,N/A,13236,1.47946,5.37532,2.82514e+07,2.82514,16.4895,0.33,"22,24",diffeq1
vib_new_1337,481,50x50,0.05,N/A,N/A,N/A,N/A,17656,1.47946,5.37532,2.18086e+07,2.18086,17.0452,0.39,"23,21",diffeq1
vib_new_689,481,50x50,0.05,N/A,N/A,N/A,N/A,15242,1.47946,5.37532,2.63663e+07,2.63663,16.8182,0.33,"19,25",diffeq1
vib_new_813,481,50x50,0.05,N/A,N/A,N/A,N/A,15738,1.47946,5.37532,2.49200e+07,2.49200,16.7137,0.35,"28,22",diffeq1
vib_new_23,481,50x50,0.05,N/A,N/A,N/A,N/A,15581,1.47946,5.37532,3.01291e+07,3.01291,16.9222,0.26,"21,19",diffeq1
vib_new_434,481,50x50,0.05,N/A,N/A,N/A,N/A,13985,1.47946,5.37532,2.88816e+07,2.88816,16.5897,0.29,"27,22",diffeq1
vib_new_1197,481,50x50,0.05,N/A,N/A,N/A,N/A,15143,1.47946,5.37532,2.79979e+07,2.79979,16.954,0.26,"19,24",diffeq1
vib_new_408,481,50x50,0.05,N/A,N/A,N/A,N/A,23775,1.47946,5.37532,2.18828e+07,2.18828,18.4902,0.53,"28,24",diffeq1
vib_new_1402,481,50x50,0.05,N/A,N/A,N/A,N/A,12679,1.47946,5.37532,3.02527e+07,3.02527,17.0514,0.36,"28,25",diffeq1
vib_new_308,481,50x50,0.05,N/A,N/A,N/A,N/A,13460,1.47946,5.37532,2.47318e+07,2.47318,16.6807,0.36,"29,25",diffeq1
vib_new_1295,481,50x50,0.05,N/A,N/A,N/A,N/A,12906,1.47946,5.37532,3.28472e+07,3.28472,16.5254,0.28,"29,20",diffeq1
vib_new_251,481,50x50,0.05,N/A,N/A,N/A,N/A,13774,1.47946,5.37532,3.53909e+07,3.53909,16.6836,0.37,"28,25",diffeq1
vib_new_1294,481,50x50,0.05,N/A,N/A,N/A,N/A,15892,1.47946,5.37532,2.73849e+07,2.73849,16.6251,0.35,"26,23",diffeq1
vib_new_1349,481,50x50,0.05,N/A,N/A,N/A,N/A,12946,1.47946,5.37532,2.36986e+07,2.36986,17.1135,0.4,"18,20",diffeq1
vib_new_1237,481,50x50,0.05,N/A,N/A,N/A,N/A,20605,1.47946,5.37532,2.05699e+07,2.05699,17.2569,0.53,"26,23",diffeq1
vib_new_46,481,50x50,0.05,N/A,N/A,N/A,N/A,13387,1.47946,5.37532,3.24713e+07,3.24713,16.7235,0.35,"18,19",diffeq1
vib_new_632,481,50x50,0.05,N/A,N/A,N/A,N/A,16468,1.47946,5.37532,3.49551e+07,3.49551,17.9872,0.41,"25,21",diffeq1
vib_new_773,481,50x50,0.05,N/A,N/A,N/A,N/A,17292,1.47946,5.37532,2.30849e+07,2.30849,17.0538,0.33,"19,23",diffeq1
vib_new_207,481,50x50,0.05,N/A,N/A,N/A,N/A,14732,1.47946,5.37532,2.40477e+07,2.40477,16.967,0.38,"22,20",diffeq1
vib_new_1487,481,50x50,0.05,N/A,N/A,N/A,N/A,18022,1.47946,5.37532,1.92740e+07,1.92740,16.8385,0.51,"26,24",diffeq1
vib_new_279,481,50x50,0.05,N/A,N/A,N/A,N/A,12164,1.47946,5.37532,2.80160e+07,2.80160,16.5132,0.49,"22,23",diffeq1
vib_new_85,481,50x50,0.05,N/A,N/A,N/A,N/A,19367,1.47946,5.37532,2.66998e+07,2.66998,17.2105,0.54,"21,24",diffeq1
vib_new_644,481,50x50,0.05,N/A,N/A,N/A,N/A,15350,1.47946,5.37532,3.30453e+07,3.30453,16.9604,0.3,"21,24",diffeq1
vib_new_510,481,50x50,0.05,N/A,N/A,N/A,N/A,17254,1.47946,5.37532,2.45632e+07,2.45632,16.8163,0.28,"23,25",diffeq1
vib_new_1379,481,50x50,0.05,N/A,N/A,N/A,N/A,16200,1.47946,5.37532,2.56051e+07,2.56051,16.7004,0.4,"27,23",diffeq1
vib_new_862,481,50x50,0.05,N/A,N/A,N/A,N/A,15745,1.47946,5.37532,2.40757e+07,2.40757,16.63,0.3,"25,20",diffeq1
vib_new_1138,481,50x50,0.05,N/A,N/A,N/A,N/A,13825,1.47946,5.37532,2.44605e+07,2.44605,16.5961,0.37,"26,22",diffeq1
vib_new_930,481,50x50,0.05,N/A,N/A,N/A,N/A,13963,1.47946,5.37532,2.67009e+07,2.67009,16.7535,0.32,"27,22",diffeq1
vib_new_1137,481,50x50,0.05,N/A,N/A,N/A,N/A,14294,1.47946,5.37532,2.32613e+07,2.32613,16.6264,0.43,"28,23",diffeq1
vib_new_418,481,50x50,0.05,N/A,N/A,N/A,N/A,13219,1.47946,5.37532,3.06804e+07,3.06804,16.5843,0.23,"27,23",diffeq1
vib_new_544,481,50x50,0.05,N/A,N/A,N/A,N/A,16547,1.47946,5.37532,2.12682e+07,2.12682,17.1018,0.4,"24,20",diffeq1
vib_new_318,481,50x50,0.05,N/A,N/A,N/A,N/A,14651,1.47946,5.37532,2.14013e+07,2.14013,16.3903,0.36,"26,22",diffeq1
vib_new_1195,481,50x50,0.05,N/A,N/A,N/A,N/A,20635,1.47946,5.37532,2.28688e+07,2.28688,17.4407,0.61,"28,23",diffeq1
vib_new_306,481,50x50,0.05,N/A,N/A,N/A,N/A,16250,1.47946,5.37532,2.80872e+07,2.80872,17.1319,0.43,"27,23",diffeq1
vib_new_482,481,50x50,0.05,N/A,N/A,N/A,N/A,15202,1.47946,5.37532,2.52706e+07,2.52706,16.865,0.38,"22,21",diffeq1
vib_new_90,481,50x50,0.05,N/A,N/A,N/A,N/A,14970,1.47946,5.37532,2.92523e+07,2.92523,16.7753,0.35,"23,15",diffeq1
vib_new_1054,481,50x50,0.05,N/A,N/A,N/A,N/A,13667,1.47946,5.37532,2.96785e+07,2.96785,16.928,0.36,"27,19",diffeq1
vib_new_1300,481,50x50,0.05,N/A,N/A,N/A,N/A,12744,1.47946,5.37532,3.27295e+07,3.27295,16.8405,0.33,"27,20",diffeq1
vib_new_181,481,50x50,0.05,N/A,N/A,N/A,N/A,15453,1.47946,5.37532,2.57258e+07,2.57258,16.6744,0.32,"29,23",diffeq1
vib_new_1341,481,50x50,0.05,N/A,N/A,N/A,N/A,19680,1.47946,5.37532,2.70937e+07,2.70937,17.2634,0.5,"28,23",diffeq1
vib_new_785,481,50x50,0.05,N/A,N/A,N/A,N/A,15853,1.47946,5.37532,2.33064e+07,2.33064,16.9553,0.39,"23,18",diffeq1
vib_new_205,481,50x50,0.05,N/A,N/A,N/A,N/A,13273,1.47946,5.37532,2.81899e+07,2.81899,17.0371,0.36,"30,23",diffeq1
vib_new_909,481,50x50,0.05,N/A,N/A,N/A,N/A,16093,1.47946,5.37532,2.80818e+07,2.80818,16.8814,0.41,"22,24",diffeq1
vib_new_219,481,50x50,0.05,N/A,N/A,N/A,N/A,15026,1.47946,5.37532,2.89244e+07,2.89244,17.5391,0.4,"28,20",diffeq1
vib_new_1143,481,50x50,0.05,N/A,N/A,N/A,N/A,14184,1.47946,5.37532,2.54965e+07,2.54965,17.0355,0.44,"27,20",diffeq1
vib_new_110,481,50x50,0.05,N/A,N/A,N/A,N/A,13705,1.47946,5.37532,2.92011e+07,2.92011,16.8405,0.34,"25,20",diffeq1
vib_new_520,481,50x50,0.05,N/A,N/A,N/A,N/A,14745,1.47946,5.37532,2.96779e+07,2.96779,17.0127,0.38,"26,23",diffeq1
vib_new_401,481,50x50,0.05,N/A,N/A,N/A,N/A,14081,1.47946,5.37532,3.00287e+07,3.00287,16.7243,0.33,"21,19",diffeq1
vib_new_104,481,50x50,0.05,N/A,N/A,N/A,N/A,17862,1.47946,5.37532,2.30360e+07,2.30360,16.7238,0.33,"25,24",diffeq1
vib_new_440,481,50x50,0.05,N/A,N/A,N/A,N/A,16450,1.47946,5.37532,2.16828e+07,2.16828,16.8815,0.42,"18,20",diffeq1
vib_new_134,481,50x50,0.05,N/A,N/A,N/A,N/A,14209,1.47946,5.37532,2.68825e+07,2.68825,16.9386,0.33,"26,22",diffeq1
vib_new_1058,481,50x50,0.05,N/A,N/A,N/A,N/A,14958,1.47946,5.37532,2.64294e+07,2.64294,16.5981,0.41,"28,23",diffeq1
